imdb_id,title,title_uk,year,imdb_rating,votes,country,region,language,theme,genres,basis,thriller_tag,decade,note,description,imdb_url
tt0408664,Nobody Knows,Ніхто не знає,2004,8.0,35934,Японія,Східна Азія,японська,Соціальна драма,Drama,реальна історія,,2000-ті,,"1988 року в токійському районі Сугамо виявили чотирьох дітей, яких мати покинула в орендованій квартирі. Хірокадзу Корееда розтягує історію на рік, від літа до літа, і дивиться на неї очима дванадцятирічного Акіри, що стає дорослим замість матері: рахує гроші, пере, ходить по продукти. Камера тримається на рівні дітей, дорослі майже не потрапляють у кадр. Юя Яґіра у чотирнадцять став наймолодшим переможцем Канн за чоловічу роль.",https://www.imdb.com/title/tt0408664/
tt0424227,Turtles Can Fly,Черепахи вміють літати,2004,8.0,22933,Іран / Ірак,Близький Схід і Африка,курдська,Війна,Drama; War,"реальне тло, вигадані герої",,2000-ті,,"Діти в таборі біженців на іраксько-турецькому кордоні розміновують поля руками й продають міни, чекаючи війни, яка має скинути Саддама. Герої вигадані, але табори, покалічені діти й супутникові антени заради новин — реальність, зафіксована Бахманом Ґобаді. Усі ролі зіграли непрофесійні актори, багато з них справді без кінцівок.",https://www.imdb.com/title/tt0424227/
tt0386064,Tae Guk Gi: The Brotherhood of War,38-ма паралель,2004,8.0,42499,Південна Корея,Східна Азія,кор.,Війна,Action; Drama; War,"реальне тло, вигадані герої",,2000-ті,,"Двох братів із Сеула мобілізують того самого дня, і старший береться за смертельні завдання, щоб виторгувати молодшому звільнення. Брати вигадані, а падіння Сеула, оборона на Нактонгані, висадка в Інчхоні й чистки «неблагонадійних» — реальні епізоди війни. Найдорожчий корейський фільм свого часу; понад одинадцять мільйонів глядачів у прокаті.",https://www.imdb.com/title/tt0386064/
tt0352248,Cinderella Man,Нокдаун (Попелюшка),2005,8.0,210606,США,США,англ.,Спорт,Biography; Drama; Romance,реальна історія,,2000-ті,,"Джеймс Дж. Бреддок втратив кар'єру через переламану руку й у Велику депресію розвантажував судна в доках Нью-Джерсі, а 1935-го несподівано побив чемпіона Макса Бера. Рон Говард знімає передусім сімейну драму: борги, вимкнене опалення, дружина Мей — і аж потім ринг. Рассел Кроу і Пол Джаматті грають дуетом боксера й менеджера Джо Ґулда; родина Бера публічно дорікала фільму за те, що з реального боксера зробили карикатурного вбивцю.",https://www.imdb.com/title/tt0352248/
tt0454921,The Pursuit of Happyness,У гонитві за щастям,2006,8.0,629054,США,США,англ.,Автобіографія,Biography; Drama,реальна історія,,2000-ті,,"Сан-Франциско початку 1980-х: Кріс Ґарднер вклав заощадження в апарати для сканування кісткової тканини, які майже не продаються, і водночас іде на неоплачуване стажування в брокерську фірму Dean Witter. Ґабріеле Муччино будує фільм на побуті — черги в притулок, ночівля в туалеті метро, син на руках між дзвінками клієнтам. Вілл Сміт грає в парі з власним сином Джейденом і отримав номінацію на «Оскар». У реальності син Ґарднера був немовлям, а бездомним той пробув близько року.",https://www.imdb.com/title/tt0454921/
tt0450259,Blood Diamond,Кривавий діамант,2006,8.0,630715,США,США,англ.,Війна,Action; Adventure; Drama; Thriller,"реальне тло, вигадані герої",так,2000-ті,,"Фільм відтворює війну в Сьєрра-Леоне кінця 1990-х: рейди RUF, дітей-солдатів, копальні та схеми легалізації каменів через Ліберію. Родезійський найманець Денні Арчер, рибалка Соломон Ванді й американська журналістка вигадані, як і сама історія пошуку рожевого діаманта. Едвард Цвік знімав у Мозамбіку та ПАР; Ді Капріо і Джимон Гонсу отримали номінації на «Оскар». Кімберлійський процес, згаданий у фіналі, справжній.",https://www.imdb.com/title/tt0450259/
tt0758758,Into the Wild,У диких умовах,2007,8.0,698732,США,США,англ.,Катастрофа і виживання,Adventure; Biography; Drama,реальна історія,,2000-ті,,"1990 року випускник Еморі Крістофер Мак-Кендлесс роздав заощадження, кинув машину й документи і два роки мандрував Штатами під іменем Александр Супербродяга; у серпні 1992-го його знайшли мертвим у покинутому автобусі на Алясці. Шон Пенн екранізував книжку Джона Кракауера, перемежувавши аляскинські місяці зі спогадами про людей, яких Кріс зустрів дорогою. Еміль Гірш схуд на два десятки кілограмів, Гел Голбрук отримав номінацію на «Оскар», музику написав Едді Веддер.",https://www.imdb.com/title/tt0758758/
tt0401383,The Diving Bell and the Butterfly,Скафандр і метелик,2007,8.0,113157,Франція / США,Європа,фр.,Медицина та виживання,Biography; Drama,реальна історія,,2000-ті,,"У грудні 1995-го 43-річний головний редактор французького Elle Жан-Домінік Бобі пережив інсульт стовбура мозку й прокинувся паралізованим, зберігши рух лише лівої повіки. Джуліан Шнабель майже пів фільму тримає камеру Януша Камінського всередині цього ока: розмиті обличчя, кліпання, повільний підбір літер логопедом. Так була продиктована книжка, що вийшла за два дні до смерті Бобі. Каннський приз за режисуру і чотири номінації на «Оскар».",https://www.imdb.com/title/tt0401383/
tt0808417,Persepolis,Персеполіс,2007,8.0,106929,Франція / США,Європа,фр.,Автобіографія,Animation; Biography; Drama; History; War,реальна історія,,2000-ті,,"Маржан Сатрапі намалювала автобіографію про Тегеран після 1979 року: страта улюбленого дядька, війна з Іраком, обов'язкова хустка в школі, а далі — самотні підліткові роки у Відні. Разом із Венсаном Паронно вона перенесла графічний роман на екран, зберігши грубу чорно-білу графіку замість мультиплікаційної гладкості. Фільм отримав приз журі Каннського фестивалю, а офіційний Тегеран назвав його антиіранським.",https://www.imdb.com/title/tt0808417/
tt0861739,Elite Squad,Елітний загін,2007,8.0,120862,Бразилія,Латинська Америка,порт.,Кримінал,Action; Crime; Drama; Thriller,натхненний реальними подіями,так,2000-ті,,"1997 рік, Ріо готується до візиту Івана Павла II, і поліція має «зачистити» фавелу поблизу резиденції понтифіка. Жозе Паділья екранізував книжку колишнього офіцера BOPE Родріґу Піментела, написану разом із Луїсом Едуарду Соарешем і Андре Батістою, а розповідь веде вигорілий капітан Насіменту у виконанні Ваґнера Моури. «Золотий ведмідь» Берлінале-2008 і водночас гучна суперечка вдома: частина бразильських критиків побачила у фільмі виправдання катувань.",https://www.imdb.com/title/tt0861739/
tt1220719,Ip Man,Іп Ман,2008,8.0,244945,Гонконг / Китай,Східна Азія,кант.,Спорт,Action; Biography; Drama; War,натхненний реальними подіями,,2000-ті,Реальний Іп Ман не влаштовував поєдинків із японськими офіцерами і не був народним героєм опору; більшість подій фільму вигадані.,"Фошань кінця 1930-х: заможний майстер віньчунь Іп Ман тренується для себе, поки японська окупація не позбавляє його дому. Вілсон Іп ставить класичну гонконзьку драму з боями у постановці Саммо Хуна, а Донні Єн грає стриманого інтелігента, а не крикливого героя. Стрічка перезапустила моду на кунг-фу-байопіки. З біографією збігається небагато: справжній Іп служив у поліції, з японцями не бився і 1949 року виїхав до Гонконгу, де згодом навчав Брюса Лі.",https://www.imdb.com/title/tt1220719/
tt1010048,Slumdog Millionaire,Мільйонер із нетрів,2008,8.0,914856,Велика Британія,Британія та Ірландія,"англ., гінді",Соціальна драма,Crime; Drama; Romance,"реальне тло, вигадані герої",,2000-ті,"Історичні події з'являються фрагментарно, як віхи біографії героя.","Денні Бойл вибудовує біографію хлопця з Дхараві через реальні віхи: погроми після зруйнування мечеті в Айодх'ї, знесення нетрів, будівельний бум і телевікторину «Хто хоче стати мільйонером». Джамаль, Саліма й Латіка вигадані, як і сюжет із поліцейськими допитами. Вісім «Оскарів», зокрема за фільм і музику А. Р. Рахмана. Історичне тло конкретне, але подане епізодами.",https://www.imdb.com/title/tt1010048/
tt1171701,The Breath,Подих: хай живе Батьківщина,2009,8.0,37147,Туреччина,Близький Схід і Африка,турецька,Війна,Action; Drama; Thriller,натхненний реальними подіями,так,2000-ті,"Турецький воєнний фільм із виразно націоналістичним тоном; конкретна застава й перебіг бою художньо змодельовані, критики оцінювали стрічку як пропагандистську.","Початок 1990-х, ретрансляційна застава в горах на південному сході Туреччини: сорок спецпризначенців чекають нападу, який усі вважають неминучим. Левент Семерджі знімав за оповіданнями Хакана Евренселя, тож конкретної застави за сюжетом немає — є зібраний із багатьох випадків побут: холод, радіоперехоплення, дзвінки додому. Мете Горозоглу грає капітана, для якого чекання виявляється важчим за сам бій. У турецькому прокаті фільм чотири тижні поспіль тримав перше місце.",https://www.imdb.com/title/tt1171701/
tt1504320,The King's Speech,Промова короля,2010,8.0,736079,Велика Британія / США / Австралія,Британія та Ірландія,англ.,Політика та історія,Biography; Drama; History,реальна історія,,2010-ті,,"Георг VI успадкував трон після зречення брата і 1939 року мусив звернутися по радіо до країни, що вступала у війну, — при тому, що все життя заїкався. Том Гупер будує фільм на сеансах з австралійським логопедом Лайонелом Лоґом (Джеффрі Раш), чиї щоденники знайшов онук; Колін Ферт дістав за роль «Оскар», а фільм — ще три, включно з найкращим. Камера тримається незручно близько, кімнати обдерті. Хронологію стиснуто: насправді Лоґ працював із королем ще з 1926 року.",https://www.imdb.com/title/tt1504320/
tt1555149,Elite Squad: The Enemy Within,Елітний загін: Ворог усередині,2010,8.0,92968,Бразилія,Латинська Америка,порт.,Кримінал,Action; Crime; Drama; Thriller,натхненний реальними подіями,так,2010-ті,,"Друга частина Жозе Падільї починається з бунту у в'язниці Бангу-1 і виводить полковника Насіменту (Вагнер Моура) зі штурмової групи БОПЕ в кабінет секретаріату безпеки Ріо, звідки видно головне: фавели переділили не наркоторговці, а поліцейські «ополчення» разом із депутатами. Матеріал зібрано з реальних подій 2000-х — бунт 2002 року, зростання мілісій, парламентські комісії. Найкасовіший бразильський фільм в історії прокату. Персонажі вигадані, але прототипи в Ріо впізнавали без підказок.",https://www.imdb.com/title/tt1555149/
tt2070649,Silenced,Тигель,2011,8.0,28209,Південна Корея,Східна Азія,кор.,Суд і журналістика,Crime; Drama; Thriller,реальна історія,так,2010-ті,,"У школі-інтернаті для глухих дітей Інхва в Кванджу директор і вчителі роками ґвалтували й били учнів, а суд 2005 року роздав винним переважно умовні терміни. Хван Дон-хьок екранізував роман Кон Джі-йон, ведучи розповідь через нового вчителя малювання; Гон Ю сам домігся, щоб фільм зняли. Після прем'єри школу закрили, справу переглянули, а парламент ухвалив «закон Тогані» про суворіші покарання за насильство над дітьми й людьми з інвалідністю.",https://www.imdb.com/title/tt2070649/
tt2377938,Special 26,Спецгрупа 26,2013,8.0,62870,Індія,Індія,гінді,Кримінал,Crime; Drama; History; Thriller,реальна історія,так,2010-ті,,"19 березня 1987 року група чоловіків у формі увійшла до ювелірного дому Tribhovandas Bhimji Zaveri біля бомбейської Opera House, оголосила «рейд CBI» і винесла коштовності; виконавців так і не знайшли. Нірадж Пандей відтворює кінець 1980-х із телефонами-автоматами й паперовими ордерами, а поруч із аферистами веде лінію офіцера, що йде по їхньому сліду. Акшай Кумар грає без жодного бойовика: працюють блеф і папірець із печаткою. Розв'язку сценаристи домислили — реальна справа лишилася нерозкритою.",https://www.imdb.com/title/tt2377938/
tt2084970,The Imitation Game,Гра в імітацію,2014,8.0,883719,"Велика Британія, США",Британія та Ірландія,англ.,Наука і технології,Biography; Drama; Thriller; War,реальна історія,так,2010-ті,"Численні викривлення: вигадана лінія зі шпигуном Кернкроссом і шантажем, конфлікт із командою та роль Тюрінга в шифруванні подані неточно; історики назвали фільм одним із найменш достовірних байопіків.","Блетчлі-Парк, 1939–1945: Алан Тюрінг будує електромеханічну машину проти «Енігми», а рамкою слугує допит у манчестерському відділку 1951 року, після якого його засудять за «непристойність» і піддадуть гормональній терапії. Мортен Тільдум екранізував біографію Ендрю Годжеса, сценарій Ґрема Мура отримав «Оскар», Камбербетч і Кіра Найтлі — номінації. Історики дорікають фільму за вигадану лінію шантажу з боку радянського агента Джона Кернкросса й за применшення ролі команди та польських криптологів.",https://www.imdb.com/title/tt2084970/
tt3390572,Haider,Хайдер,2014,8.0,61609,Індія,Індія,"гінді, урду",Політика та історія,Action; Crime; Drama,"реальне тло, вигадані герої",,2010-ті,,"Вішал Бгардвадж переносить «Гамлета» в Кашмір 1995 року: облави, катівні, тисячі зниклих безвісти й «напівудови», що роками шукають чоловіків. Студент Хайдер, його мати Ґазала й дядько Хуррам вигадані; сценарій написано разом із журналістом Башаратом Піром за його документальною книжкою. Головні ролі — Шахід Капур і Табу. Реальні репресії, вигадана родинна драма.",https://www.imdb.com/title/tt3390572/
tt1663202,The Revenant,Легенда Г'ю Ґласса,2015,8.0,958814,США,США,англ.,Катастрофа і виживання,Action; Drama; Western,натхненний реальними подіями,,2010-ті,"Лінія помсти за вбитого сина вигадана — у реального Г'ю Ґласса не було сина-індіанця, і він, за джерелами, зрештою пробачив тих, хто його покинув.","Серпень 1823-го, верхів'я Міссурі: траппера Г'ю Ґласса шматує ведмедиця, супутники кидають його непохованим, а він повзе й іде сотні кілометрів до форту. Алехандро Ґ. Іньярріту знімав хронологічно, на натурі й лише при денному світлі — камера Емманюеля Любескі майже не відпускає обличчя. Три «Оскари», зокрема перший для Леонардо ДіКапріо. Від справжньої історії лишився кістяк: у Ґласса не було сина-метиса, а кривдника він, знайшовши, не вбив.",https://www.imdb.com/title/tt1663202/
tt3449292,Manjhi: The Mountain Man,Манджі: Людина-гора,2015,8.0,21415,Індія,Індія,гінді,Соціальна драма,Biography; Drama,реальна історія,,2010-ті,,"Дашратх Манджі з села Ґехлаур у Біхарі втратив дружину тому, що через скелястий кряж дорога до лікарні тягнулася десятки кілометрів в обхід. Із 1960 року він двадцять два роки довбав у скелі прохід молотком і зубилом — і зрештою скоротив шлях до кількох кілометрів. Кетан Мехта будує фільм на цій виснажливій повторюваності й на кастовій зневазі довкола; Наваззуддін Сіддікі грає Манджі впертим і трохи схибленим, Радгіка Апте — його дружину Фаґунію.",https://www.imdb.com/title/tt3449292/
tt4888834,Ennu Ninte Moideen,"Назавжди твій, Мойдін",2015,8.0,7680,Індія,Індія,малаялам,Соціальна драма,Biography; Drama; Romance,реальна історія,,2010-ті,,"Б. П. Мойдін і Канчанамала виросли в містечку Муккам у Кералі — він із мусульманської родини, вона з індуїстської, і рідні заборонили їм навіть бачитися. Роками вони листувалися через посередників, користуючись власною вигаданою абеткою, і прожили в цій розлуці більшу частину життя. Р. С. Вімал готував фільм майже десять років; Прітхвірадж Сукумаран і Парваті Тіруотху грають пару, яку глядач майже ніколи не бачить в одному кадрі.",https://www.imdb.com/title/tt4888834/
tt3741834,Lion,Лев,2016,8.0,268480,Австралія / Велика Британія / США,Австралія і Океанія,"англ., гінді, бенгальська",Соціальна драма,Biography; Drama,реальна історія,,2010-ті,,"1986 рік: п'ятирічний Саро засинає в порожньому вагоні на станції під Кхандвою й прокидається за півтори тисячі кілометрів у Калькутті, де не знає ні мови, ні назви свого села. Ґарт Девіс віддає майже всю першу годину дитині — Санні Павар грає без жодної англійської репліки — і лише потім переходить до дорослого Саро (Дев Патель), який роками водить курсором по супутникових знімках. Ніколь Кідман грає прийомну матір, яка свідомо брала чужу дитину, а не заміну власній. Шість номінацій на «Оскар», жодної статуетки.",https://www.imdb.com/title/tt3741834/
tt4169250,M.S. Dhoni: The Untold Story,М. С. Дхоні: Нерозказана історія,2016,8.0,76996,Індія,Індія,гінді,Спорт,Biography; Drama; Sport,реальна історія,,2010-ті,,"Нірадж Пандей веде Магендру Сінґха Дгоні від дитинства в Ранчі й роботи квитковим контролером на станції Харагпур до капітанства і фіналу Кубка світу 2011 року. Сушант Сінгх Раджпут довго вчився повторювати техніку Дгоні, зокрема його «гелікоптерний» удар, а у фінальні сцени вмонтовані справжні телетрансляції. Фільм робився за участі самого гравця, тож суперечливі епізоди кар'єри обходить обережно — це радше авторизований портрет, ніж розслідування.",https://www.imdb.com/title/tt4169250/
tt6315524,Take Off,Зліт,2017,8.0,8242,Індія,Індія,малаялам,Катастрофа і виживання,Action; Drama; Thriller,реальна історія,так,2010-ті,,"Коли влітку 2014-го ІДІЛ узяв Тікріт, у місцевому шпиталі опинилися заблокованими десятки індійських медсестер із Керали; вивозили їх через переговори за участі дипломатів. Магеш Нараянан у режисерському дебюті починає не з війни: перша година — про розлучення, борги й те, чому жінки взагалі їдуть працювати в Ірак. Парваті Тіруватху зібрала за головну роль кілька нагород, Фахад Фаасіл грає посадовця в Багдаді. Приватні лінії й імена героїнь вигадані, сама операція — ні.",https://www.imdb.com/title/tt6315524/
tt8108268,The Tashkent Files,Ташкентські файли,2019,8.0,39480,Індія,Індія,гінді,Політика та історія,Drama; Mystery; Thriller,реальна історія,так,2010-ті,"Розслідування, комісія та всі персонажі вигадані; фільм просуває непідтверджені конспірологічні версії смерті Лала Бахадура Шастрі й був розкритикований як політичне замовлення.","11 січня 1966 року, за кілька годин після підписання Ташкентської декларації з Пакистаном, помер прем'єр-міністр Індії Лал Бахадур Шастрі; розтину не проводили, і це живить теорії донині. Вівек Аґніхотрі будує фільм як засідання комісії: журналістка (Швета Басу Прасад) і десяток експертів (Мітхун Чакраборті, Насіруддін Шах, Панкадж Тріпатхі) годинами сперечаються майже без дії. Відповіді картина не дає. Критика розгромила її за конспірологію та джерела рівня пошукового запиту, хоча дві національні кінопремії стрічка отримала.",https://www.imdb.com/title/tt8108268/
tt8633462,"Quo Vadis, Aida?","Куди йдеш, Аїдо?",2020,8.0,42273,Боснія і Герцеговина,Європа,боснійська,Війна,Drama; History; War,реальна історія,,2020-ті,,"Липень 1995-го, Сребрениця: після входу військ Ратка Младича до міста тисячі людей збігаються на базу нідерландського батальйону ООН у Поточарі, а перекладачка Аїда Селманаґіч намагається внести чоловіка й двох синів до списків персоналу, щоб їх не видали. Ясміла Жбанич веде камеру за нею коридорами й натовпом майже без пауз: героїня знає більше за всіх і не може зарадити нічому. Аїда — збірний персонаж, решта хронології відтворена за матеріалами трибуналу. Європейська кінопремія за найкращий фільм і номінація на «Оскар».",https://www.imdb.com/title/tt8633462/
tt11581174,Karnan,Карнан,2021,8.0,25307,Індія,Індія,тамільська,Соціальна драма,Action; Drama,натхненний реальними подіями,,2020-ті,,"Марі Селварай відштовхується від погрому 1995 року в тамільському селі Кодіянкулам, де поліція розгромила будинки далітської громади. У фільмі село Подіянкулам не має навіть автобусної зупинки, і молодий Карнан (Данущ) переходить від дрібного бунту до відкритого спротиву. Оповідь насичена міфологічними образами — безголова богиня, спутаний осел, орел — і музикою Сантоша Нараянана. Це радше алегорія кастового насильства, ніж реконструкція конкретних подій.",https://www.imdb.com/title/tt11581174/
tt10919240,Malik,Малік,2021,8.0,15334,Індія,Індія,малаялам,Політика та історія,Action; Adventure; Biography; Crime; Drama; Thriller,натхненний реальними подіями,так,2020-ті,,"Махеш Нараянан відштовхується від розстрілу поліцією протестувальників у Бімапаллі (Керала) 2009 року, але вигадує приморське містечко Рамадапаллі та його неформального лідера Алі Іккаку. Фільм починається з арешту п'ятдесятивосьмирічного героя і повертається назад — до контрабанди, будівництва мечеті й політиків, які роками стравлювали мусульманську та християнську громади. Фахад Фаасіл грає одну людину протягом сорока років; знімали у зворотному порядку, від старості до юності. Відкриває стрічку безперервний план на понад десять хвилин.",https://www.imdb.com/title/tt10919240/
tt24485052,Sirf Ek Bandaa Kaafi Hai,Досить одного чоловіка,2023,8.0,31325,Індія,Індія,гінді,Суд і журналістика,Crime; Drama; Thriller,реальна історія,так,2020-ті,,"2013 року шістнадцятирічна вихованка ашраму звинуватила проповідника Асарама Бапу у зґвалтуванні; справу в Джодхпурі вів адвокат П. Ч. Соланкі — одинак проти зірок індійської адвокатури та мільйонів послідовників гуру. Апурв Сінґх Каркі зняв майже камерний судовий фільм: засідання, свідки, тиск, напади на учасників процесу. Манодж Баджпаї грає Соланкі тихим і впертим. Асарама засудили до довічного 2018 року; стрічка вийшла одразу на ZEE5.",https://www.imdb.com/title/tt24485052/
tt24226474,Jigarthanda Double X,«Джиґартханда Дабл Ікс»,2023,8.0,12084,Індія,Індія,тамільська,Музика та мистецтво,Action; Comedy; Drama,"реальне тло, вигадані герої",,2020-ті,,"Картік Субарадж змішує вестерн із сатирою: поліція під прикриттям кіноекспедиції відправляє дрібного шахрая знімати «фільм» про бандита Цезаря, щоб підібратися й убити його. Цезар мріє стати актором, як Клінт Іствуд, а зйомки перетворюються на хроніку виселення племені з лісу. Раґхава Лоуренс і С. Дж. Сур'я в головних ролях. Надзвичайний стан, позасудові вбивства й вирубка лісів реальні, персонажі — ні.",https://www.imdb.com/title/tt24226474/
tt27540542,Lucky Baskhar,«Щасливчик Баскхар»,2024,8.0,43396,Індія,Індія,телугу,Кримінал,Crime; Drama; Thriller,"реальне тло, вигадані герої",так,2020-ті,,"Венкі Атлурі відтворює побут середнього класу перед лібералізацією економіки: черги у відділеннях, паперові депозити, дефіцит і саму схему з підробленими банківськими розписками, на якій трималася афера 1992-го. Касир Баскхар, якого роками обходять підвищенням, знаходить дірку в системі й починає прокручувати чужі гроші. Дульквер Салман у головній ролі. Механіка афери задокументована, Баскхар і його банк вигадані.",https://www.imdb.com/title/tt27540542/
tt0106469,Blood In Blood Out,Кров за кров,1993,7.9,38234,США,США,англ.,Кримінал,Biography; Crime; Drama; Thriller,натхненний реальними подіями,так,1990-ті,Тюремне братство «Ла Онда» — вигаданий відповідник Мексиканської мафії; персонажі збірні.,"Сюжет виріс із біографій трьох двоюрідних братів-чикано зі Східного Лос-Анджелеса й тюремного досвіду поета Джиммі Сантьяго Баки, одного з авторів історії та сценариста. Тейлор Гекфорд простежує, як бійка 1972 року розводить родичів по різні боки: Сан-Квентін, героїн і поліційний значок. Знімали частково в самому Сан-Квентіні, залучивши до масовки ув’язнених.",https://www.imdb.com/title/tt0106469/
tt0181875,Almost Famous,Майже знаменитий,2000,7.9,317034,США,США,англ.,Музика та мистецтво,Adventure; Comedy; Drama,натхненний реальними подіями,,2000-ті,,"Кемерон Кроу справді у п'ятнадцять писав для Rolling Stone і їздив у тури з рок-гуртами — з цього досвіду виріс образ Вільяма Міллера й вигаданого гурту Stillwater. Дія охоплює одне турне 1973 року, побачене очима підлітка, якому редакція наказала не заводити дружби з музикантами. Кроу отримав «Оскар» за сценарій; прототипом Пенні Лейн у виконанні Кейт Гадсон стала Пенні Лейн Трамбулл, реальна учасниця тодішньої фанатської сцени.",https://www.imdb.com/title/tt0181875/
tt0283509,No Man's Land,Нічия земля,2001,7.9,50862,Боснія і Герцеговина / Франція / Словенія,Європа,боснійська / сербська,Війна,Action; Comedy; Drama; History; War,"реальне тло, вигадані герої",,2000-ті,,"Боснієць і серб застрягають в одному окопі між лініями, а під тілом третього солдата лежить активована стрибуча міна. Ситуація вигадана, натомість блакитні шоломи без мандата на втручання і телекамери, що женуться за сюжетом, точно передають механіку конфлікту. Дебют Даніса Тановича здобув «Оскар» за іншомовний фільм і приз Канн за сценарій.",https://www.imdb.com/title/tt0283509/
tt0296574,Company,Компанія,2002,7.9,17341,Індія,Індія,гінді,Кримінал,Action; Crime; Drama,натхненний реальними подіями,,2000-ті,,"Рам Ґопал Варма переносить на екран розкол у мумбайському синдикаті D-Company — конфлікт між босом Маліком і його висуванцем Чанду, за якими прочитуються Давуд Ібрагім і Чхота Раджан. Дія тягнеться від вуличних сутичок у Мумбаї до Гонконгу й Кенії, куди верхівка тікає від поліції. Аджай Девґн і Вівек Оберой грають майже без пафосу, а нахилена камера й рваний монтаж зробили фільм зразком для індійського кримінального кіно 2000-х. Імена змінено, тож прототипів автори прямо не називали.",https://www.imdb.com/title/tt0296574/
tt0329393,Mr. and Mrs. Iyer,Містер і місіс Айєр,2002,7.9,5078,Індія,Індія,англ. / гінді,Соціальна драма,Drama,"реальне тло, вигадані герої",,2000-ті,,"Автобус із випадковими пасажирами зупиняють на гірській дорозі, і брахманка Міна називає свого мусульманського попутника чоловіком, щоб урятувати його від натовпу. Герої вигадані, але сценарій Апарни Сен спирається на хвилю погромів, зокрема гуджаратські події 2002 року. Конкона Сен Шарма отримала Національну премію за головну роль.",https://www.imdb.com/title/tt0329393/
tt0411469,Hazaaron Khwaishein Aisi,Тисячі таких бажань,2003,7.9,5643,Індія,Індія,гінді,Політика та історія,Drama,"реальне тло, вигадані герої",,2000-ті,,"Троє друзів із делійського університету розходяться: один іде в підпілля до наксалітів, другий робить кар'єру в міністерстві, третя намагається допомагати селянам. Герої вигадані, натомість поліційні операції в Біхарі, примусова стерилізація і цензура часів надзвичайного стану задокументовані. Судхір Мішра знімав фільм роками, і той поступово став культовим.",https://www.imdb.com/title/tt0411469/
tt0369702,The Sea Inside (Mar adentro),Море всередині,2004,7.9,89326,Іспанія/Франція/Італія,Європа,ісп.,Медицина та виживання,Biography; Drama,реальна історія,,2000-ті,,"Галісієць Рамон Сампедро зламав шию, пірнувши 1968 року, і майже тридцять років домагався через суди права піти з життя; він помер 1998-го. Алехандро Аменабар звужує все до кімнати з вікном на море й до розмов Рамона з жінками навколо нього — виходить не мітинг, а суперечка, де кожна сторона має аргумент. Хав'єр Бардем грав у гримі, що старив його на чверть століття; «Оскар» за іншомовний фільм і чотирнадцять «Гойя».",https://www.imdb.com/title/tt0369702/
tt1032846,"4 Months, 3 Weeks and 2 Days","4 місяці, 3 тижні і 2 дні",2007,7.9,66469,Румунія,Європа,рум.,Політика та історія,Drama,"реальне тло, вигадані герої",,2000-ті,,"Крістіан Мунджу відтворює останні роки диктатури: гуртожитки, дефіцит, чорний ринок, декрет 770, що криміналізував аборти й контрацепцію. Студентки Отілія й Ґабіца та підпільний «лікар» Бебе вигадані, історія одного дня в готелі — теж. «Золота пальмова гілка» 2007 року, ключовий фільм румунської нової хвилі. Реальні закон і побут, вигадана конкретна доля.",https://www.imdb.com/title/tt1032846/
tt1277737,The Stoning of Soraya M.,Побиття камінням Сорайї М.,2008,7.9,23330,США,США,"перс., англ.",Соціальна драма,Drama,реальна історія,,2000-ті,,"Село Купайє, 1986 рік: чоловік Сорайї Манучехрі, щоб одружитися вдруге й не платити утримання, зводить на неї наклеп про перелюб, і сільський суд ухвалює побиття камінням. Сайрус Ноурастех екранізував книжку французько-іранського журналіста Фрейдуна Сахебджама, який записав розповідь тітки страченої. Саме від цієї жінки, Захри у виконанні Шохре Аґдашлу, ведеться оповідь — вона зупиняє на дорозі чужинця з диктофоном. Сцену страти показано майже в реальному часі, і витримати її важко.",https://www.imdb.com/title/tt1277737/
